,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime
998,Searching For Sheela,Em busca de Sheela,[99],https://image.tmdb.org/t/p/w500/4uUmXmS1BNXieflgr884NnjYRFK.jpg,movie,0.072,5,5.76,25,58,,['IN'],[],Shakun Batra,-1,0,0,0,0,0,0,0
999,Stowaway,Passageiro Acidental,"[878, 18, 53]",https://image.tmdb.org/t/p/w500/n91IdvTOxogvs08HN0mYK7nY5T7.jpg,movie,2.8947,5,5.968,629,116,,"['DE', 'US']","['space travel', 'space', 'astronaut', 'space adventure', 'philosophical', 'space sci-fi']",Joe Penna,5,0,0,0,0,0,0,0
1000,Wild Dog,Wild Dog,"[28, 53]",https://image.tmdb.org/t/p/w500/qg1BKIFK5FevjFTyV2UgObKTPxX.jpg,movie,0.4444,5,5.545,22,122,,['IN'],[],Ahishor Solomon,-1,0,0,0,0,0,0,0
1001,Oloibiri,Oloibiri,"[53, 28, 12]",https://image.tmdb.org/t/p/w500/hPg1JeTwFzzR5Eo1LcERwLISeNI.jpg,movie,0.3431,11,5.0,1,106,,"['CA', 'NG', 'US']","['africa', 'exploitation', 'oil industry', 'international intrigue']",Curtis Graham,-1,0,0,0,0,0,0,0
1002,Tell Me When,Babenco - Alguém Tem que Ouvir o Coração e Dizer: Parou,[99],https://image.tmdb.org/t/p/w500/c9icAXf6SwBgMpjTBHYxopph4Lj.jpg,movie,0.5764,6,7.094,16,74,,['BR'],"['husband wife relationship', 'cinema on cinema', 'terminal illness', 'terminal care', 'portrait of an artist', 'portrait of a filmmaker']",Bárbara Paz,-1,0,0,0,0,0,0,0
1003,Zero,Zero,"[28, 53]",https://image.tmdb.org/t/p/w500/5bo30pUJGUpvNP8XS75T3Al8V1R.jpg,movie,6.3008,1,5.717,23,86,,"['SN', 'US']",[],Jean Luc Herbulot,-1,0,0,0,0,0,0,0
1004,Izzy's Koala World,A Encantadora de Coalas,"[10751, 99]",https://image.tmdb.org/t/p/w500/6rsZXpoLkZ64nfXJ2py6ZksRUwc.jpg,tv,1.2458,6,9.0,8,[16],2,['AU'],"['island', 'veterinarian', 'rescue']",Jordan Papadopoulos,0,0,0,0,0,0,0,0
1005,Keymon and Nani in Space Adventure,Keymon and Nani in Space Adventure,"[12, 28]",https://image.tmdb.org/t/p/w500/2CVFvBh1lUGcpFFfWZnhyBr9tww.jpg,movie,0.1223,14,0.0,0,75,,['IN'],[],Swarna Prasad,-1,0,0,0,0,0,0,0
1006,Motu Patlu Dino Invasion,Motu Patlu Dino Invasion,[16],https://image.tmdb.org/t/p/w500/5h0I9xGXBASy3XbZlJ8MOpKCMSE.jpg,movie,0.0429,8,0.0,0,80,,['IN'],[],Suhas Kadav,-1,0,0,0,0,0,0,0
1007,Motu Patlu in Octupus World,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
1008,Motu Patlu VS Robo Kids,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
1009,Rudra: Secret of the Black Moon,Rudra: Secret of the Black Moon,"[16, 14, 10751]",https://image.tmdb.org/t/p/w500/ua1dYWyVvpmvrtkbwHAVv1HN3bo.jpg,movie,0.1418,6,0.0,0,87,,['IN'],[],Akshay Sanjeev Chavan,-1,0,0,0,0,0,0,0
1010,Rudra: The Rise of King Pharaoh,Rudra: The Rise of King Pharaoh,"[16, 14, 10751]",https://image.tmdb.org/t/p/w500/pdYzlpsSfcXzafRn0Is20EiCR0N.jpg,movie,0.1147,7,0.0,0,90,,['IN'],[],,-1,0,0,0,0,0,0,0
1011,Free to Play,Free to Play,[99],https://image.tmdb.org/t/p/w500/ohLJT2UiFLsiw3SeXrbw6dxT7Fg.jpg,movie,0.3623,12,6.946,156,75,,"['DE', 'SG', 'UA', 'US', 'CN']","['video game', 'competition', 'esports']",,-1,0,0,0,0,0,0,0
1012,Luis Miguel - The Series,Luis Miguel: A Série,[18],https://image.tmdb.org/t/p/w500/c7SeHyPO3Ri1iwiCNIOWlZYTrPD.jpg,tv,4.2382,8,7.979,599,[60],3,['MX'],"['mexico', 'singer', 'fictional biography']",,3,0,0,0,0,0,0,0
1013,Miss Sloane,Armas na Mesa,"[53, 18, 80]",https://image.tmdb.org/t/p/w500/uHYwAUc4AiyUpkwjERq5icFKt2d.jpg,movie,5.8229,10,7.409,1942,132,,"['FR', 'US']","['strong woman', 'politics', 'gun', 'empowerment', 'hearing', 'career woman', 'senator', 'female protagonist', 'female empowerment', 'determination', 'ethics', 'lobbyist', 'gun control', 'intense']",John Madden,5,0,0,0,0,0,0,0
1014,PJ Masks,PJ Masks: Heróis de Pijama,"[16, 10762, 10751, 10765, 10759]",https://image.tmdb.org/t/p/w500/7hXHFx69vCEHgXD4mT1HcuOahgp.jpg,tv,15.6077,11,6.4,68,"[12, 24, 47]",5,"['CA', 'FR', 'GB']","['based on novel or book', 'hero', 'mask', 'superhero', 'pajamas', 'young heroes', 'pre-teen', 'kids', 'science fiction', 'inspirational', 'fantasy', 'powers', 'comforting', 'excited', 'trio', 'crystals']",Olivier Dumont,0,0,1,0,1,0,0,0
1015,American Me,American Meltdown - Pesadelo Americano,"[18, 53, 10770]",https://image.tmdb.org/t/p/w500/rGBwXziCEJYhD3EPPwS4HUVksuh.jpg,movie,1.3379,22,5.1,15,120,,"['US', 'DE']","['government', 'munition', 'nuclear power plant', 'cancer', 'terrorism', 'found footage', 'nuclear reactor']",Jeremiah S. Chechik,-1,0,0,0,0,0,0,0
1016,Delhi Belly,Delhi Belly,"[28, 35]",https://image.tmdb.org/t/p/w500/aSml9weSgE8ucd7ealdonhADFkA.jpg,movie,0.7369,15,7.059,204,101,,['IN'],"['gangster', 'blackmail', 'delhi, india', 'dark comedy', 'polaroid camera']",Abhinay Deo,-1,0,0,0,0,0,0,0
1017,Dhobi Ghat (Mumbai Diaries),Dhobi Ghat,[18],https://image.tmdb.org/t/p/w500/bB0ZO7fBLZypcMSvHreNlkcH8sx.jpg,movie,0.5624,16,6.428,90,102,,['IN'],"['mumbai (bombay), india', 'woman director']",Kiran Rao,-1,0,0,0,0,0,0,0
1018,Jaane Tu... Ya Jaane Na,Jaane Tu... Ya Jaane Na,"[18, 35, 10749]",https://image.tmdb.org/t/p/w500/iV1W0IEtQYuBnnxNmZxSmPHK3Pu.jpg,movie,0.4375,18,6.821,168,147,,['IN'],"['romantic', 'familiar']",Abbas Tyrewala,-1,0,0,0,0,0,0,0
1019,Lagaan,Lagaan: A Coragem de um Povo,"[12, 18, 36]",https://image.tmdb.org/t/p/w500/z82yWJJ6MJzBjGMfioNcs3KnY5U.jpg,movie,1.5359,25,7.264,622,224,,['IN'],"['countryside', 'sports', 'patriotism', 'village', 'musical', 'challenge', 'cricket', 'taxes', 'based on true story', 'period drama', 'colonialism', 'british colonial', 'arrogance', 'untouchable', 'caste system', 'drought', '19th century', 'british raj', 'gujarati', 'teamwork', '1890s']",Ashutosh Gowariker,1,0,0,0,0,0,0,0
1020,Madness in the Desert,Madness in the Desert,[99],https://image.tmdb.org/t/p/w500/7j6hcgJGEjrQqL20lu53i7UM14f.jpg,movie,0.2344,22,6.9,8,141,,['IN'],['lagaan'],Satyajit Bhatkal,-1,0,0,0,0,0,0,0
1021,Peepli Live,Peepli Live,"[18, 35]",https://image.tmdb.org/t/p/w500/zJ1e7pmyJ8an6ZxhhjwVNvqHe7t.jpg,movie,1.9003,16,7.315,73,109,,['IN'],['woman director'],Anusha Rizvi,1,0,0,0,0,0,0,0
1022,Taare Zameen Par,Como Estrelas na Terra,[18],https://image.tmdb.org/t/p/w500/oi9yZXiTfpXHXk02sRyUY2PlaPi.jpg,movie,3.8801,19,7.956,1296,165,,['IN'],"['jealousy', 'parent child relationship', 'boarding school', 'painter', 'father', 'dyslexia', 'teacher', 'little boy', 'india', 'childhood', 'teachers and students']",Aamir Khan,1,0,0,0,0,0,0,0
1023,Ajeeb Daastaans,Histórias Incomuns,"[18, 10749]",https://image.tmdb.org/t/p/w500/v8H46MFMhUigwxv5pfgHNMOOVVr.jpg,movie,0.4499,5,6.087,46,142,,['IN'],[],Shashank Khaitan,-1,0,0,0,0,0,0,0
1024,Arlo the Alligator Boy,"Arlo, o Menino Jacaré","[16, 35, 10751]",https://image.tmdb.org/t/p/w500/jPKqpCqPS9fLQh35EyJ1j3UfTVD.jpg,movie,1.1013,5,6.8,56,90,,['US'],"['musical', 'chubby woman', 'half breed']",Ryan Crego,-1,0,0,0,0,0,0,0
1025,Bakugan: Geogan Rising,Bakugan: Guerreiros da Batalha,"[16, 10762, 10765, 10759]",https://image.tmdb.org/t/p/w500/lg6QqCdvZOZM7EWf9zFJL12EsKv.jpg,tv,14.5233,8,5.76,25,[11],6,"['CA', 'US']","['based on toy', 'reboot', 'based on card game', 'pet monster', 'talking dragon', 'proxy battle']",Steven T. Seagle,1,0,0,0,0,0,0,0
1026,Barbie & Chelsea: The Lost Birthday,Barbie & Chelsea: O Aniversário Perdido,"[16, 10751]",https://image.tmdb.org/t/p/w500/i2pMxkhKpDjMHXxmgAYVKXfGVxP.jpg,movie,0.7635,5,6.9,130,60,,['US'],"['based on toy', 'female protagonist', 'talking animal', '3d animation']",Cassi Simonds,-1,0,0,0,1,0,0,0
1027,Crimson Peak,A Colina Escarlate,"[27, 9648, 10749]",https://image.tmdb.org/t/p/w500/blDoxeetdq1n9n9RbXCoNIV3hzV.jpg,movie,7.5209,11,6.664,5172,119,,['US'],"['psychopath', 'poison', 'haunted house', 'mining', 'murder', 'gothic', 'incest', 'ghost', 'old mansion', 'gothic romance', 'brutal murder', 'dramatic', 'suspenseful', 'comforting', 'ghoulish']",Guillermo del Toro,5,0,0,0,0,0,0,0
1028,Dad Stop Embarrassing Me - The Afterparty,Dad Stop Embarrassing Me - The Afterparty,[],https://image.tmdb.org/t/p/w500/bTVsI7WoPUbdagaeDVjYTqGD4xx.jpg,movie,0.3155,5,6.0,3,37,,['US'],[],Joe Guidry,2,0,0,0,0,0,0,0
1029,Doctor Bello,Doctor Bello,[18],https://image.tmdb.org/t/p/w500/foVX8vWd3T8dbGGjN35RNowjUrJ.jpg,movie,0.3591,13,6.0,2,95,,"['NG', 'US']","['africa', 'nigeria', 'nigerian cinema', 'nigerian']",Tony Abulu,-1,0,0,0,0,0,0,0
1030,Four Sisters Before the Wedding,Four Sisters Before the Wedding,"[35, 18, 10751]",https://image.tmdb.org/t/p/w500/jqx1WB1ozhnBgSF4DQlthIK8t5g.jpg,movie,0.4087,6,6.2,3,117,,['PH'],[],Mae Cruz-Alviar,-1,0,0,0,0,0,0,0
1031,Into the Beat,Na Batida do Coração,"[18, 10749]",https://image.tmdb.org/t/p/w500/rMezVjxjNu7lb7AShUqx6Y1uPqM.jpg,movie,0.3591,6,6.4,198,102,,['DE'],[],Stefan Westerwelle,-1,0,0,0,0,0,0,0
1032,Love Naggers,연애의 참견,"[10767, 10764]",https://image.tmdb.org/t/p/w500/5CxwFNv9YVk1YyAkzbyXAMplbfX.jpg,tv,11.5358,8,2.0,1,[50],3,['KR'],[],,-1,0,0,1,0,0,0,0
1033,Rush,Rush: No Limite da Emoção,"[18, 28]",https://image.tmdb.org/t/p/w500/ipPMqcd08yBnYxAbnFy1GvRXHDc.jpg,movie,9.5368,13,7.731,7670,123,,"['GB', 'US']","['car race', 'sports', 'world champion', 'based on true story', 'racing', 'adventurer', 'formula one (f1)', 'serious', 'ambivalent', 'compassionate']",Ron Howard,5,0,0,0,0,0,0,0
1034,Synchronic,Synchronic,"[27, 878, 53]",https://image.tmdb.org/t/p/w500/6GhVw9LDcVTRRdiExyqhLCVhi43.jpg,movie,3.043,6,6.339,1062,100,,['US'],"['brain tumor', 'new orleans, louisiana', 'affectation', 'time travel', 'swamp', 'surrealism', 'alcoholism', 'disappearance', 'best friend', 'drug overdose', 'paramedic', 'aggressive', 'synthetic drug', 'drug', 'pineal gland', 'admiring', 'adoring', 'ambiguous', 'ambivalent', 'antagonistic', 'approving', 'assertive', 'audacious']",Aaron Moorhead,5,0,0,0,0,0,0,0
1035,The Zookeeper's Wife,O Zoológico de Varsóvia,"[18, 36, 10752]",https://image.tmdb.org/t/p/w500/6hM1XynlvPHvRD5dIKE883YXBS2.jpg,movie,2.9145,9,7.32,1555,126,,"['CZ', 'GB', 'US']","['nazi', 'holocaust (shoah)', 'world war ii', 'biography', 'based on true story', 'zookeeper', 'biting']",Niki Caro,2,0,0,0,0,0,0,0
1036,Time Trap,Time Trap,"[35, 12, 878]",https://image.tmdb.org/t/p/w500/A4Hdm1ASijF8UVKfQ3x5Hn8mJAu.jpg,movie,1.3564,12,6.7,26,8,,['AU'],"['time travel', 'short film', 'hilarious']",Michael Shanks,-1,0,0,0,0,0,0,0
1037,Tuesdays & Fridays,Tuesdays And Fridays,"[10749, 35, 10402]",https://image.tmdb.org/t/p/w500/jLDNzs47njOJWgAEf5T1Fcjfrup.jpg,movie,0.3539,5,4.3,7,106,,"['IN', 'GB']",[],Taranveer Singh,-1,0,0,0,0,0,0,0
1038,Dancing Angels,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
1039,Dark City Beneath the Beat,Dark City Beneath the Beat,"[99, 10402]",https://image.tmdb.org/t/p/w500/4DaMABBZvE4jps7BxDZXwW9inZn.jpg,movie,0.1084,6,7.0,3,65,,['US'],[],TT the Artist,-1,0,0,0,0,0,0,0
1040,Durarara!!,Durarara!!,"[10759, 16, 18, 9648, 80]",https://image.tmdb.org/t/p/w500/eV227ZkWjjKhp9xrmY1rr9S8Kwg.jpg,tv,18.809,16,7.66,216,[24],2,['JP'],"['japan', 'street gang', 'supernatural', 'urban legend', 'tokyo, japan', 'criminal underworld', 'high school student', 'youth culture', 'chat room', 'city life', 'anime', 'japanese high school', 'urban fantasy', 'based on light novel', 'online community', 'urban legends']",,3,0,0,0,0,0,0,1
1041,GANTZ:O,GANTZ:O,"[16, 878, 28]",https://image.tmdb.org/t/p/w500/pmYUrlTc6KwZKSHMXuyCvZF19tf.jpg,movie,3.6739,10,7.307,810,95,,['JP'],"['hero', 'monster', 'game', 'adult animation', 'anime', 'horror']",Yasushi Kawamura,5,0,0,0,0,0,0,1
1042,Garth Brooks: The Road I’m On,Garth Brooks: The Road I'm On,[99],https://image.tmdb.org/t/p/w500/cSbf4ebMnvzDhm41jHgwtO2wwld.jpg,tv,0.9926,7,7.0,4,[86],1,['US'],"['country music', 'husband wife relationship', 'career', 'music documentary']",,1,0,0,0,0,0,0,0
1043,Gilmore Girls,"Gilmore Girls: Tal Mãe, Tal Filha","[35, 18]",https://image.tmdb.org/t/p/w500/2PSVoTWWqJpUEkKcYsUwT1Yc0OV.jpg,tv,52.7512,26,7.899,1215,[44],7,['US'],"['grandparent grandchild relationship', 'small town', 'coffee', 'private school', 'ambition', 'middle class', 'high school', 'love', 'female protagonist', 'dating', 'single mother', 'mother daughter relationship']",Amy Sherman-Palladino,3,0,0,0,0,0,0,0
1044,High-Rise Invasion,Tenku Shinpan - Sem Saída,"[16, 9648, 10759]",https://image.tmdb.org/t/p/w500/d8KoKSMV8i9NpPq8jw30Pgk3hNj.jpg,tv,5.3359,5,8.219,736,[25],1,['JP'],"['gore', 'survival', 'school', 'psychological thriller', 'based on manga', 'ecchi', 'shounen', 'anime', 'suspense', 'horror', 'ridiculous']",,5,0,0,0,0,0,1,1
1045,Next in Fashion,Next in Fashion,[10764],https://image.tmdb.org/t/p/w500/yAIIEZV8d6BC6NYg26zZD6iQNpp.jpg,tv,2.3561,6,6.8,44,[50],2,['US'],"['fashion designer', 'fashion', 'fashion design', 'cosmopolitan', 'reality competition']",,3,0,0,0,0,0,0,0
1046,Only Mine,Only Mine,"[53, 18, 10770]",https://image.tmdb.org/t/p/w500/1EbeDRaqYTpkw35ntQGlskuak1c.jpg,movie,3.6301,7,5.224,134,87,,['US'],"['waitress', 'babysitter', 'revenge', 'police officer', 'left for dead', 'abuser']",Michael Civille,-1,0,0,0,0,0,0,0
1047,Peasants Rebellion,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
1048,Power Players,Power Players,"[10759, 35]",https://image.tmdb.org/t/p/w500/nM24X1sYoi1uXKFAhgiSJWhpCzi.jpg,tv,4.5899,7,5.8,4,[11],1,"['FR', 'US']",[],Jeremy Zag,-1,0,0,0,0,0,0,0
1049,Ricky Zoom,Ricky Zoom,"[16, 10762, 10751, 35]",https://image.tmdb.org/t/p/w500/zRliSLR2LqCe56Z474lt8dfuqiJ.jpg,tv,3.9755,7,6.0,6,,2,"['CN', 'GB']",[],,0,0,0,0,0,0,0,0
1050,Ride or Die,Bad Boys: Até o Fim,"[28, 35, 80]",https://image.tmdb.org/t/p/w500/vnFFZ6Y1sudcrfNCioQW4e8NW5X.jpg,movie,12.8504,2,7.34,3224,110,,['US'],"['miami, florida', 'sequel', 'on the run', 'police detective', 'buddy cop', 'buddy comedy', 'aftercreditsstinger', 'serious']",Adil El Arbi,5,0,0,0,0,0,0,0
1051,Sonic X,Sonic X,"[16, 10759, 35]",https://image.tmdb.org/t/p/w500/rZmLS9jb8BI3rZrd5jDTlVs8o8J.jpg,tv,12.0643,23,7.582,297,[25],3,['JP'],"['based on video game', 'hedgehog', 'anime', 'reverse isekai', 'ambiguous']",,1,0,0,0,0,0,0,1
1052,The Master,O Mestre,[18],https://image.tmdb.org/t/p/w500/vz9vNqPzouUPW2Ah7iRBPittuwm.jpg,movie,3.039,14,7.109,3240,137,,['US'],"['post-traumatic stress disorder (ptsd)', 'sexual obsession', 'religion', 'drifter', 'alcoholic', 'handjob', 'post war', 'cult leader', 'scientology', 'religious cult', 'charismatic leader', 'right hand man', '1940s', 'past life regression', 'nude dancing']",Paul Thomas Anderson,5,0,0,0,0,0,0,0
1053,Time Is Illmatic,Nas: Time Is Illmatic,"[99, 10402]",https://image.tmdb.org/t/p/w500/l3LCII4SY82fE5KMk8g9kzC851f.jpg,movie,0.254,12,6.944,71,74,,['US'],"['new york city', 'rap music', 'hip-hop', '1990s', 'queens']",One9,-1,0,0,0,0,0,0,0
1054,Wave of Cinema: One Day We'll Talk About Today,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
1055,Zoot Suit,Bailes Mexicanos,"[18, 10402]",https://image.tmdb.org/t/p/w500/itSXh6MxBZWvQ7xhSxusk2RwjfM.jpg,movie,0.6145,45,6.3,21,103,,['US'],"['musical', 'mexican american', 'san quentin']",Luis Valdez,5,0,0,0,0,0,0,0
1056,Ajaibnya Cinta,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
1057,Dad Stop Embarrassing Me!,Meu Pai e Outros Vexames,[35],https://image.tmdb.org/t/p/w500/yGz6d9wdK3zndUmrivt3E2JLmop.jpg,tv,2.3938,5,6.423,39,[25],1,['US'],"['sitcom', 'father daughter relationship']",Bentley Kyle Evans,3,0,0,0,0,0,0,0
1058,Fate: The Winx Saga,Fate: A Saga Winx,"[10765, 18]",https://image.tmdb.org/t/p/w500/dEZK7wb5VQsflOXHoEMYwv4aV1g.jpg,tv,7.7035,5,7.966,1535,"[47, 53]",2,['GB'],"['magic', 'fairy', 'warrior', 'elements', 'power']",Brian Young,5,0,0,0,0,0,0,0
1059,House of Cards,House of Cards,[18],https://image.tmdb.org/t/p/w500/hKWxWjFwnMvkWQawbhvC0Y7ygQ8.jpg,tv,28.5517,13,8.005,3076,,6,['US'],"['corruption', 'usa president', 'manipulation', 'politics', 'revenge', 'breaking the fourth wall', 'power politics', 'cynical', 'political corruption', 'vice president', 'usa politics', 'dark', 'political', 'cerebral', 'power', 'united states of america (usa)', 'thriller']",Beau Willimon,5,0,0,0,0,0,0,0
1060,Indian Matchmaking,Casamento à Indiana,[10764],https://image.tmdb.org/t/p/w500/to0ZjbkPUt7WlK1RMPBZ4fa99EJ.jpg,tv,1.4918,6,6.609,23,[35],3,['US'],"['parent child relationship', 'arranged marriage', 'matchmaking']",Smriti Mundhra,3,0,0,0,0,0,0,0
1061,Jeffrey Epstein: Filthy Rich,Jeffrey Epstein: Poder e Perversão,"[80, 99]",https://image.tmdb.org/t/p/w500/vV72HIa2a1nnqb5nCHUf5Dn2Y5d.jpg,tv,6.4712,6,7.0,420,[56],1,['US'],"['rape', 'sexual abuse', 'pedophilia', 'human trafficking', 'statutory rape', 'rape victim', 'sexual violence', 'billionaire', 'prostitution', 'sex trafficking', 'child molester', 'true crime', 'government corruption', 'childhood sexual abuse', 'sex crime', 'underage prostitution ring', 'british royal family', 'palm beach, florida', 'child prostitution', 'child sex trafficking', 'criminal justice system', 'harvey weinstein']",,5,0,0,0,0,0,0,0
1062,Law School,Law School,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/epxYmFG584Bqyy0gkV9Y0cNh6Wh.jpg,tv,3.3187,5,7.79,62,[65],1,['KR'],"['law school', 'university', 'law student', 'death', 'slow burn romance']",Seo In,-1,0,0,1,0,0,0,0
1063,Living with Yourself,Cara x Cara,"[35, 18]",https://image.tmdb.org/t/p/w500/s8DB86duX8SzQHIfyqIC4m5e4gl.jpg,tv,3.3891,7,6.7,338,[25],1,['US'],"['depression', 'midlife crisis', 'married couple', 'marriage', 'dark comedy', 'deadpan', 'human clone', 'introspective', 'offbeat']",Timothy Greenberg,5,0,0,0,0,0,0,0
1064,Signal,Heart Signal Chinese Version,[10764],https://image.tmdb.org/t/p/w500/5rFY9y60evb8qdJdoEYeIgQkIwQ.jpg,tv,26.4621,8,5.4,6,[90],8,['CN'],"['matchmaking', 'housemates', 'dating show', 'friends to lovers', 'best friends']",,-1,0,0,0,0,0,0,0
1065,Slasher,Slasher,"[9648, 80, 18]",https://image.tmdb.org/t/p/w500/A4j6zNyypLbsn0vJfrajlgNazc5.jpg,tv,10.4711,10,6.723,334,[45],3,['US'],"['anthology', 'murder', 'serial killer', 'deadly sins', 'horror anthology', 'horror']",Aaron Martin,5,0,0,0,0,0,0,0
1066,The Soul,Food for the Soul,"[16, 35]",https://image.tmdb.org/t/p/w500/2qMKqWsHGIHRTswQH3hXJlmRTJa.jpg,tv,4.7466,1,7.7,17,,1,['JP'],"['cooking', 'college', 'friendship', 'slice of life', 'food', 'university', 'school life', 'college student', 'calm', 'anime', 'school club', 'social anxiety', 'food culture', 'iyashikei', 'university student']",,-1,0,0,0,0,0,0,1
1067,The Underclass,De A a F,[18],https://image.tmdb.org/t/p/w500/eSXSKy44B9LYKXVeRb3wRNtip4n.jpg,tv,1.5212,6,5.2,10,[60],1,['TH'],['bad students'],,5,0,0,0,0,0,0,0
1068,Unnatural Selection,Seleção Artificial,[99],https://image.tmdb.org/t/p/w500/eDSJbPwRWP961WzWmUuthcKV3B1.jpg,tv,1.9365,7,7.186,35,,1,['US'],"['dna', 'biology', 'genetics', 'pharmaceutical industry', 'biohacker', 'medical ethics', 'crispr']",Leeor Kaufman,5,0,0,0,0,0,0,0
1069,Uppena,Uppena,"[10749, 18]",https://image.tmdb.org/t/p/w500/qO5ofw2mTJgDEguKBadZ7HyOyn.jpg,movie,0.4868,5,5.9,17,147,,['IN'],[],Buchi Babu Sana,-1,0,0,0,0,0,0,0
1070,Why Did You Kill Me?,Por Que Você Me Matou?,"[99, 80]",https://image.tmdb.org/t/p/w500/u2eBUmtBLTzb0M2BDxuNqB9trlz.jpg,movie,0.4493,5,5.926,156,83,,['US'],"['murder', 'true crime', 'social media', 'avenge']",Fredrick Munk,5,0,0,0,0,0,0,0
1071,Motu Patlu in Hong Kong: Kung Fu Kings 3,Motu e Patlu: Reis do Kung Fu 3,"[16, 10770, 12]",https://image.tmdb.org/t/p/w500/rEDrqzlkQk6bknult02QqmbZHMV.jpg,movie,0.1633,9,3.5,4,84,,,[],Suhas Kadav,0,0,0,0,0,0,0,0
1072,Motu Patlu in the City of Gold,Motu e Patlu na Cidade do Ouro,[],https://image.tmdb.org/t/p/w500/aXoTzb38QNOWOKz4eRCzG7xZR3F.jpg,movie,0.1617,8,0.0,0,77,,,[],Suhas Kadav,0,0,0,0,0,0,0,0
1073,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,Motu e Patlu: Reis do Kung-fu 4,"[16, 10770, 28, 12]",https://image.tmdb.org/t/p/w500/XAbwtK1wAfuH03o2Ln9AYbBR1L.jpg,movie,0.3373,8,10.0,1,86,,['IN'],[],Suhas Kadav,0,0,0,0,0,0,0,0
1074,Motu Patlu the Superheroes – Super Villains from Mars,Motu e Patlu – Supervilões de Marte,[16],https://image.tmdb.org/t/p/w500/b0SOr0awMiV07cXXSyiTONu7sDp.jpg,movie,0.256,7,10.0,1,79,,,[],Suhas Kadav,0,0,0,0,0,0,0,0
1075,My Love: Six Stories of True Love,Meu Amor: Seis Histórias de Amor Verdadeiro,"[99, 10764]",https://image.tmdb.org/t/p/w500/lzWNo5qRRvZ0SkmoFgnJ62EtMk.jpg,tv,0.6784,5,4.5,4,[70],1,['US'],"['married couple', 'miniseries', 'storytelling', 'web series']",,-1,0,0,0,0,0,0,0
1076,Shiva VS Autobots,Shiva VS Autobots,[],https://image.tmdb.org/t/p/w500/eWuxHA4rWVv8YAeKi0HKfyXNk2V.jpg,movie,0.0429,8,0.0,0,79,,,[],Suhas Kadav,-1,0,0,0,0,0,0,0
1077,Shiva: Journey to Plunotaria,A Jornada de Shiva,[16],https://image.tmdb.org/t/p/w500/sC8c6r5eeMZ8QoeFxjtftz1RekE.jpg,movie,0.1292,7,10.0,1,81,,['IN'],[],Suhas Kadav,-1,0,0,0,0,0,0,0
1078,Shiva: The Secret World Of Vedas City,Shiva: The Secret World Of Vedas City,[],https://image.tmdb.org/t/p/w500/4ZVKvodVCRiwloekoYtEwSlQNLh.jpg,movie,0.3129,9,0.0,0,78,,,[],Suhas Kadav,0,0,0,0,0,0,0,0
1079,The Baker and the Beauty,A Bela e o Padeiro,"[35, 18]",https://image.tmdb.org/t/p/w500/5xLeagwKgi7KdB4QgwZw22MzjJS.jpg,tv,4.0624,6,7.3,63,[44],1,['US'],"['miami, florida', 'ex-girlfriend', 'celebrity', 'bakery', 'remake', 'family relationships', 'cuban american']",Dean Georgaris,1,0,0,0,0,0,0,0
1080,New Gods: Nezha Reborn,Nezha: O Renascer de um Deus,"[16, 14, 28]",https://image.tmdb.org/t/p/w500/gvcFFHbxpJSaasHa8S4lx4WvbRW.jpg,movie,3.5401,5,8.056,506,116,,['CN'],"['based on novel or book', 'reincarnation', 'dragon', 'xianxia', '3d animation', 'feng shen yanyi', 'nezha', 'donghua']",Zhao Ji,-1,0,0,0,0,0,0,0
1081,"Nicky, Ricky, Dicky & Dawn","Nicky, Ricky, Dicky e Dawn","[10751, 10762, 35]",https://image.tmdb.org/t/p/w500/nBkA2uXAaySBmlrinn5KroFZn94.jpg,tv,8.4375,12,7.059,101,[30],4,['US'],"['family', 'quadruplets']",Matt Fleckenstein,0,0,0,0,0,0,0,0
1082,Don't be the First one,1호가 될 순 없어,[35],https://image.tmdb.org/t/p/w500/fv2HbnfQX3cdeaQWopjRHT1rBhz.jpg,tv,1.4721,6,10.0,1,,2,['KR'],[],,3,0,0,1,0,0,0,0
1083,The Stand-In,Ghost in the Shell: Stand Alone Complex,"[16, 10759, 10765, 80]",https://image.tmdb.org/t/p/w500/izNAIQIT0zPMAPpC74n3xddwOBv.jpg,tv,12.8994,24,8.198,417,[25],2,['JP'],"['cyborg', 'police', 'organized crime', 'internet', 'cyberpunk', 'robot', 'crime investigation', 'network', 'anime', 'near future', 'computer networking', 'public security', 'intense']",,5,0,0,0,0,0,0,1
