,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime
7255,La Femme,Nikita,"[10759, 18]",https://image.tmdb.org/t/p/w500/pFao5i4giBsGl7QQBXi7oMUPzCn.jpg,tv,12.5331,29,7.42,261,[44],5,"['US', 'CA']","['spy', 'secret organization', 'double agent', 'secret agent', 'undercover agent', 'secret life', 'based on movie', 'מוסד', 'מבצעים חשאיים', 'סיפור אהבה', 'אקשן', 'סוכנת']",Joel Surnow,-1,0,0,0,0,0,0,0
7256,La Piloto,La piloto,"[18, 80]",https://image.tmdb.org/t/p/w500/ra6YqDIq9KW44ssVSVaPBZh9FgC.jpg,tv,8.4438,9,7.393,355,,2,['MX'],['telenovela'],,3,0,0,0,0,0,0,0
7257,La Rosa de Guadalupe,A Rosa dos Milagres,"[18, 10766]",https://image.tmdb.org/t/p/w500/fdKDNIGDKyWVn7m36s9bGkvM1ai.jpg,tv,21.9524,18,6.988,280,[42],15,['MX'],"['religion', 'virgin mary', 'telenovela']",Carlos Mercado Orduña,-1,0,0,0,0,0,0,0
7258,La Viuda Negra,O Jogo da Viúva,"[53, 9648]",https://image.tmdb.org/t/p/w500/txiHphuGlemWdD9Lv4FfkJU4uS9.jpg,movie,3.3355,1,6.222,261,122,,['ES'],"['based on true story', 'true crime', 'murder mystery']",Carlos Sedes,5,0,0,0,0,0,0,0
7259,Laal Rang,लाल रंग,"[35, 80, 18, 53]",https://image.tmdb.org/t/p/w500/5koaZYQ0s63c7wlX6k75qS9QCpF.jpg,movie,0.5407,10,5.7,14,147,,['IN'],"['love', 'criminal']",Syed Ahmad Afzal,-1,0,0,0,0,0,0,0
7260,Laddaland,ลัดดาแลนด์,"[27, 18]",https://image.tmdb.org/t/p/w500/zCujz1OPAAaJID3S6Zi7vmMGDwM.jpg,movie,0.7297,15,6.449,68,117,,['TH'],"['haunted house', 'murder', 'mid-life crisis']",Sophon Sakdaphisit,-1,0,0,0,0,0,0,0
7261,Lady Bloodfight,Guerreira de Sangue,"[28, 53]",https://image.tmdb.org/t/p/w500/zCdFrkEcrSlwpVmpmtsHDQFGS8c.jpg,movie,4.1149,10,6.574,175,96,,"['HK', 'US']","['martial arts', 'gambling', 'revenge', 'kumite', 'martial arts tournament', 'female fighter']",Chris Nahon,5,0,0,0,0,0,0,0
7262,Lady in the Water,A Dama na Água,"[18, 14, 9648]",https://image.tmdb.org/t/p/w500/wNGKdj46mM4Uyl1PLcYquX97Vo5.jpg,movie,2.1176,20,5.6,1459,110,,['US'],"['fortune teller', 'religion and supernatural', 'hell', 'mythical creature', 'swimming pool', 'nixe', 'super power', 'aftercreditsstinger', 'sign languages', 'optimistic']",M. Night Shyamalan,2,0,1,0,0,0,0,0
7263,Lady-Like,Lady-Like,"[35, 10749]",https://image.tmdb.org/t/p/w500/v7V6T4RWR3eOUSRkOLJYByKu41a.jpg,movie,2.1581,9,3.9,44,82,,['US'],[],Brent Craft,-1,0,0,0,0,0,0,0
7264,"Lady, la vendedora de rosas","Lady, la vendedora de rosas",[18],https://image.tmdb.org/t/p/w500/hkiNJTUqgltJvqEpFP1QpzuujO2.jpg,tv,2.7807,11,7.711,1471,,1,['CO'],[],,-1,0,0,0,0,0,0,0
7265,Lalbaug Parel: Zali Mumbai Sonyachi,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
7266,Land Girls,Land Girls,"[18, 10768]",https://image.tmdb.org/t/p/w500/q6V76CQOwAHlg2kZ1K7uu3tgkT1.jpg,tv,2.3005,17,7.8,26,[45],3,['GB'],"['world war ii', 'period drama', 'historical drama', 'costume drama', 'working women', '1940s', 'war women', 'land girls']",,3,0,0,0,0,0,0,0
7267,Larceny,O Grande Roubo,"[28, 53]",https://image.tmdb.org/t/p/w500/c5k0GPajQQS7VOEURDW0P67KGRj.jpg,movie,1.5206,9,3.9,66,87,,"['MX', 'US']","['prison', 'mexico', 'stolen money', 'heist', 'drug lord']",R. Ellis Frazier,-1,0,0,0,0,0,0,0
7268,Last,LOL: Last One Laughing - Alemanha,"[35, 10764]",https://image.tmdb.org/t/p/w500/iZgYzhncs33DELxXXjfut6v0GJR.jpg,tv,9.5143,5,7.411,73,,6,['DE'],['celebrity competition'],,-1,0,0,0,0,0,0,0
7269,Last Ferry,Last Ferry,"[18, 53, 80]",https://image.tmdb.org/t/p/w500/tnybnxDBl62DluXQWQA45fj5JYX.jpg,movie,0.3791,7,4.1,27,86,,['US'],"['lgbt', 'character study', 'fire island', 'gay romance', 'gay theme']",Jaki Bradley,-1,0,0,0,0,0,0,0
7270,Last Knights,Os Últimos Cavaleiros,"[28, 12]",https://image.tmdb.org/t/p/w500/zVe4QwlMB6vx439MVfDPMydaooO.jpg,movie,2.7929,11,6.4,1138,145,,"['CZ', 'JP', 'KR', 'US']","['loyalty', 'emperor', 'castle', 'sword fight', 'revenge', 'honor', 'knight', 'master', 'medieval', 'warrior', 'corrupt']",Kazuaki Kiriya,5,0,0,0,0,0,0,0
7271,Last Night,Last Night,"[35, 10749, 18]",https://image.tmdb.org/t/p/w500/hlPBctls7n03GOj3qDjFWWzCiFt.jpg,movie,3.4295,28,6.6,160,95,,"['CA', 'FR']","['canada', 'computer', 'sibling relationship', 'parent child relationship', 'chaos', 'toronto, canada', 'dark comedy', 'satire', 'end of the world', 'y2k', 'apocalypse', 'doomsday', 'older woman younger man relationship', 'christmas', 'sympathetic']",Don McKellar,5,1,0,0,0,0,0,0
7272,Le K Benzema,Le K Benzema,[99],https://image.tmdb.org/t/p/w500/lVxKu3MW4Fp9wICVN7HnzZp84A3.jpg,movie,0.1511,9,6.5,24,120,,['FR'],"['france', 'sports', 'football (soccer)']",Damien Piscarel,-1,0,0,0,0,0,0,0
7273,Le serment des Hitler,Le serment des Hitler,[99],https://image.tmdb.org/t/p/w500/gPL2MMejbC8ypx0rtsOiaibODtM.jpg,movie,0.0948,13,5.8,7,54,,['FR'],[],Emmanuel Amara,-1,0,0,0,0,0,0,0
7274,Leap Year,Casa Comigo?,"[10749, 35]",https://image.tmdb.org/t/p/w500/fsKP38fESXwpr8XbEuhnzJc4Yqp.jpg,movie,3.4682,16,6.896,2129,100,,"['IE', 'US']","['marriage proposal', 'boston, massachusetts', 'dublin, ireland', 'road trip', 'relationship', 'cardiologist', 'ireland', 'opposites attract', 'leap year', 'expectations', 'comedy of errors', 'irish culture', 'irish pub', 'impromptu proposal', 'cynical man', 'irish tradition', 'pub owner', 'expensive taste']",Anand Tucker,1,0,0,0,0,0,0,0
7275,LeapFrog: Letter Factory,LeapFrog: Letter Factory,"[16, 10751]",https://image.tmdb.org/t/p/w500/mzwH6mAOtOFc7ntAEEcuExY1aqh.jpg,movie,0.2936,23,6.591,11,35,,['US'],['educational'],Roy Allen Smith,0,0,0,0,0,0,0,0
7276,LeapFrog: Numberland,LeapFrog: Numberland,"[16, 10751]",https://image.tmdb.org/t/p/w500/pL9uROmJPFC1qAPfYAzJgMvI9m7.jpg,movie,0.2663,14,6.688,8,36,,['US'],[],Ron Myrick,0,0,0,0,0,0,0,0
7277,LeapFrog: Phonics Farm,LeapFrog: Phonics Farm,"[10751, 16]",https://image.tmdb.org/t/p/w500/zeUtT6Df2qIoZQBhVtMCteGh3Mu.jpg,movie,0.2303,15,6.125,8,35,,,['educational'],Ron Myrick,-1,0,0,0,0,0,0,0
7278,"LeapFrog: Sing-along, Read-along",LeapFrog: Sing-Along Read-Along,[16],https://image.tmdb.org/t/p/w500/cAagYN8d8z6RtaZOl9cbf3pTQzq.jpg,movie,0.0404,15,5.0,1,31,,['US'],[],,-1,0,0,0,0,0,0,0
7279,Learning Time with Timmy,Learning Time with Timmy,"[16, 10751, 10762]",https://image.tmdb.org/t/p/w500/4qmJkrIfPeZWUzrCTKNWje70sBL.jpg,tv,0.8751,8,6.3,3,[5],1,['GB'],"['sheep', 'teacher', 'personification']",Jackie Cockle,0,0,0,0,0,0,0,0
7280,Lechmi,ലെച്ച്മി,"[53, 27, 35]",https://image.tmdb.org/t/p/w500/xNrE12ROdDsiqmd5sCjgD8ebEjD.jpg,movie,0.1966,9,4.5,2,150,,['IN'],['bachelor'],B.N. Shajeer Sha,-1,0,0,0,0,0,0,0
7281,Left Behind,O Apocalipse,"[53, 28, 878]",https://image.tmdb.org/t/p/w500/3fHwNFmm0Kcs2VP5y3Pob7Dc3K1.jpg,movie,7.7519,12,4.269,1378,110,,"['CA', 'US']","['airplane', 'the rapture', 'remake', 'disaster', 'burlesque', 'pilot hero']",Vic Armstrong,2,0,0,0,0,0,0,0
7282,Legend of the Guardians: The Owls of Ga'Hoole,A Lenda dos Guardiões,"[16, 12, 10751, 14]",https://image.tmdb.org/t/p/w500/zWx7qwzT0WDRUaJafnotACJDX3e.jpg,movie,3.0594,16,6.82,2431,96,,"['AU', 'US']","['friendship', 'villain', 'heroism', 'brother against brother', 'clash of clans', 'owl']",Zack Snyder,1,0,0,0,0,0,0,0
7283,Legend of the Naga Pearls,Lenda das Pérolas Naga,"[10749, 12, 14, 35]",https://image.tmdb.org/t/p/w500/sLG65vzS8ReddygBxSyiniWu52O.jpg,movie,1.0303,9,5.8,43,69,,['CN'],['novoland'],Yang Lei,-1,0,0,0,0,0,0,0
7284,Legendary Weapons of China,Armas Lendárias da China,"[28, 35, 18]",https://image.tmdb.org/t/p/w500/63ra6ilvpwDNtv1dZx7c2dhd7EJ.jpg,movie,0.8127,44,7.0,51,101,,['HK'],[],Lau Kar-Leung,-1,0,0,0,0,0,0,0
7285,Legends of Strength,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
7286,Legion,Legião,"[10759, 10765, 18]",https://image.tmdb.org/t/p/w500/2dQVBAanoMstlPhgFyjiuabmOJO.jpg,tv,11.895,9,7.506,1512,[50],3,['US'],"['mutant', 'superhero', 'based on comic', 'memory', 'mental institution', 'psychological thriller', 'super power', 'mental illness', 'reality vs fantasy', 'unreliable narrator']",Noah Hawley,5,0,1,0,0,0,1,0
7287,Lego Friends,LEGO Friends: O Próximo Capítulo,"[10751, 16]",https://image.tmdb.org/t/p/w500/sa4TBWHEh21SpzRWzRKVe8EVfZV.jpg,tv,2.6883,3,7.4,8,[21],3,['US'],[],Samuel Tourneux,0,0,0,0,0,0,0,0
7288,Lego Friends: Girls on a Mission,LEGO Friends: Meninas em Missão,"[16, 10762, 10751]",https://image.tmdb.org/t/p/w500/usznNkO4IovWybXCRKnEzX4LeXV.jpg,tv,1.9984,8,6.5,25,[11],4,['DK'],[],,0,0,0,0,0,0,0,0
7289,LEGO House - Home of the Brick,LEGO House - Home of the Brick,[99],https://image.tmdb.org/t/p/w500/bWj1C0mBSPlw5x9QxlIhnFD9VaP.jpg,movie,0.0766,8,6.9,29,47,,"['DK', 'US']",[],Anders Falck,0,0,0,0,0,0,0,0
7290,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,Ninjago: Mestres do Spinjitzu - Dia da Despedida,"[16, 14, 28, 12, 10770]",https://image.tmdb.org/t/p/w500/wu6xVgzMq20j1M2YCQi3ZIHfniL.jpg,movie,1.1975,10,8.058,43,44,,['US'],"['martial arts', 'halloween', 'resurrection', 'ninja', 'ghost', 'day of the dead', 'ninjas', 'fantasy']",Peter Hausner,0,0,0,0,0,0,0,0
7291,Leo & Tig,Tig e Leo,"[16, 10762, 35]",https://image.tmdb.org/t/p/w500/97dwtaAtodSBij16TPnxSpl9yWY.jpg,tv,4.0721,10,3.5,2,[11],3,['RU'],"['leopard', 'forest', 'friendship', 'animals', 'explore', 'animation', 'animated serial']",,-1,0,0,0,0,0,0,0
7292,Leo the Lion,"Leo, o Rei Leão","[16, 12, 10751]",https://image.tmdb.org/t/p/w500/kjZH1gd5gv17EEC5XrRw3Mvfbc3.jpg,movie,0.8216,32,6.8,20,50,,['JP'],"['leo', 'könig']",Toshiyuki Hiruma,-1,0,0,0,0,0,0,0
7293,"Les Bleus - Une autre histoire de France, 1996-2016","Le Bleus - Uma Outra História da França, 1996-2016",[99],https://image.tmdb.org/t/p/w500/fpO6bXX9MEMxgcRdm6nGLhzfacE.jpg,movie,0.3049,10,6.7,48,103,,['FR'],"['france', 'politics', 'racism', 'football (soccer)']",David Dietz,-1,0,0,0,0,0,0,0
7294,Let There Be Light,Que Haja Luz,[18],https://image.tmdb.org/t/p/w500/dGSITQuMpB96RF05b0UGEclrxit.jpg,movie,1.0047,9,5.6,67,100,,['US'],"['christianity', 'bible', 'religious conversion', 'evangelical', 'religion', 'near-death experience']",Kevin Sorbo,2,0,0,0,0,0,0,0
7295,Leyla and Mecnun,Leyla ile Mecnun,"[10751, 35, 18, 10765]",https://image.tmdb.org/t/p/w500/3jPLJJXbFabb29mOxZOK0xctcy6.jpg,tv,9.9246,15,8.14,118,"[80, 90]",7,['TR'],"['leyla', 'mecnun']",Burak Aksak,-1,0,0,0,0,0,0,0
7296,Lez Bomb,Revelação em Família,[35],https://image.tmdb.org/t/p/w500/upgHgd3613orJUIVGw10DfcC0oH.jpg,movie,0.6774,8,6.698,58,91,,['US'],"['drug dealer', 'coming out', 'holiday', ""women's sexual identity"", 'motel', 'thanksgiving', 'death of father', 'lesbian relationship', 'lgbt', 'family gathering', 'woman director', 'roommate issues', 'former lovers']",Jenna Laurenzo,-1,1,0,0,0,0,0,0
7297,License to Drill: Louisiana,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
7298,Life After Beth,Vida Após Beth,"[10749, 35, 27]",https://image.tmdb.org/t/p/w500/iLoZCJnnuUfLV2a0UQyTEg9nKFd.jpg,movie,1.0563,12,5.498,717,89,,['US'],"['zombie', 'death of girlfriend', 'young lovers', 'unexpected death']",Jeff Baena,5,0,0,0,0,0,0,0
7299,Life in the Doghouse,A Casa é dos Cachorros,[99],https://image.tmdb.org/t/p/w500/hmVJekCmybxwbXclFHD1Wn62pgR.jpg,movie,0.1822,8,7.9,15,84,,['US'],[],Ron Davis,-1,0,0,0,0,0,0,0
7300,Life on Location,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
7301,Life Story,A História da Vida,[99],https://image.tmdb.org/t/p/w500/xqIbYqdvhfYT05jtO5lggq5jjcL.jpg,tv,1.693,12,8.4,38,[60],1,['GB'],"['lion', 'elephant', 'animals', 'nature', 'nature documentary']",,1,0,0,0,0,0,0,0
7302,Lifechanger,Devorador de Almas,"[27, 53, 18]",https://image.tmdb.org/t/p/w500/ocNctwT6ePRtzWPi3Tqqog5h7NM.jpg,movie,3.4962,8,5.788,106,84,,['CA'],"['monster', 'change', 'shapeshifting', 'transformation', 'hidden']",Justin McConnell,-1,0,0,0,0,0,0,0
7303,Lifeline,Lifeline,[10765],https://image.tmdb.org/t/p/w500/hSOGzV7NBKxcg6WxmzKVZmCApvf.jpg,tv,3.0283,9,6.813,40,[25],1,['US'],"['time travel', 'death of spouse']",Benjamin Freiburger,-1,0,0,0,0,0,0,0
7304,Like Arrows,Like Arrows,[18],https://image.tmdb.org/t/p/w500/f9ROO148yV0cg8I1qGRoNdW9cpb.jpg,movie,1.3111,8,8.071,14,103,,,[],Kevin Peeples,-1,0,0,0,0,0,0,0
7305,Like Water for Chocolate,Like Water for Chocolate,"[10402, 18, 10749]",https://image.tmdb.org/t/p/w500/rXAWEI0BVblEK3hCZvTWEif0v0G.jpg,movie,3.56,3,5.2,4,118,,['GB'],"['based on novel or book', 'mexican revolution', 'ballet', 'live performance', 'mexican food', 'ballet performance']",Ross MacGibbon,-1,0,0,0,0,0,0,0
7306,Lila & Eve,Lila e Eve - Unidas Pela Vingança,"[53, 18]",https://image.tmdb.org/t/p/w500/zGY41KlplvdPcUT0OeTu04ZPHke.jpg,movie,0.7846,11,6.123,261,94,,['US'],[],Charles Stone III,5,0,0,0,0,0,0,0
7307,Limmy's Show!,Limmy's Show!,[35],https://image.tmdb.org/t/p/w500/d8u5CpV3yRmTEXO8TdXcjST6mei.jpg,tv,1.8933,16,8.167,18,[30],3,['GB'],"['scotland', 'sketch comedy', 'scottish']",Brian Limond,-1,0,0,0,0,0,0,0
7308,Lincoln,Lincoln,"[36, 18]",https://image.tmdb.org/t/p/w500/Ah8nlXt06HTKfIbMQFGmuJmVIfq.jpg,movie,4.8379,14,6.851,3996,150,,"['US', 'IN']","['mutiny', 'usa president', 'based on true story', 'speech', 'battlefield', 'historical fiction', 'family conflict', 'american civil war', 'cultural conflict', 'battle of gettysburg', 'secession', 'gettysburg address', 'conflagration', 'ethical dilemma', 'emancipation', '19th century', 'abraham lincoln', 'abraham', 'america', 'assertive']",Steven Spielberg,2,0,0,0,0,0,0,0
7309,Lion's Heart,O Domador de Leões,"[18, 53]",https://image.tmdb.org/t/p/w500/mOzxhcjBBfwL5D4iMcLcFSAyTj9.jpg,movie,0.4107,13,5.8,11,116,,['EG'],[],Karim El Sobky,-1,0,0,0,0,0,0,0
7310,Listen Up! The Lives of Quincy Jones,Os Sons de Quincy Jones,[99],https://image.tmdb.org/t/p/w500/jHwh2beowhcgcxzSI0YZTlwjJiG.jpg,movie,0.2426,36,6.0,1,115,,['US'],"['record producer', 'songwriter', 'woman director']",Ellen Weissbrod,2,0,0,0,0,0,0,0
7311,Little Dragon Maiden,Little Dragon Maiden,"[28, 10749]",https://image.tmdb.org/t/p/w500/yKyCL1MxcoQU5w6981iEPlBnRzv.jpg,movie,1.3838,43,5.7,19,92,,['HK'],"['martial arts', 'kung fu', 'giant bird']",Hua Shan,-1,0,0,0,0,0,0,0
7312,Little Lunch,Little Lunch,"[10751, 35]",https://image.tmdb.org/t/p/w500/wRzli9V7V63bqm1YnlSEwVDtaJo.jpg,tv,2.3818,11,8.5,4,[12],1,['AU'],['mockumentary'],Wayne Hope,-1,0,0,0,0,0,0,0
7313,Little Lunch: The Halloween Horror Story,Little Lunch: The Halloween Horror Story,"[10751, 35, 27, 10770]",https://image.tmdb.org/t/p/w500/eU5OUEHcT7Y3HVMbTGOb5dVpwJ6.jpg,movie,0.0779,10,3.5,1,23,,['AU'],"['mockumentary', 'halloween special']",Tim Bartley,-1,0,0,0,0,0,0,0
7314,Little Lunch: The Nightmare Before Graduation,Little Lunch: The Nightmare Before Graduation,"[10751, 35, 10770]",https://image.tmdb.org/t/p/w500/zhqBPYOFPdmJysoHUwPL5h9GMnS.jpg,movie,0.0491,10,0.0,0,25,,['AU'],"['mockumentary', 'series finale', 'christmas special']",Robyn Butler,-1,0,0,0,0,0,0,0
7315,Little Men,Little Men,[18],https://image.tmdb.org/t/p/w500/oSigGP22cipugN7MbQhSCRApMYL.jpg,tv,3.6201,28,8.5,6,[60],2,"['CA', 'US']",[],,-1,0,0,0,0,0,0,0
7316,Little Nicky,Little Nick - Um Diabo Diferente,"[35, 14]",https://image.tmdb.org/t/p/w500/uuO5wW534qkBPicTRilPaLumL0A.jpg,movie,3.0991,26,5.845,1943,97,,['US'],"['new york city', 'sibling relationship', 'parent child relationship', 'hell', ""devil's son"", 'satan', 'demon', 'bulldog', 'father son relationship']",Steven Brill,2,0,0,0,0,0,0,0
7317,Little Singham aur Kaal ka Mahajaal,Little Singham aur Kaal ka Mahajaal,"[10751, 35, 28, 16]",https://image.tmdb.org/t/p/w500/wYnZGq2E84vciNHGrynDbDEa9D0.jpg,movie,0.1146,8,0.0,0,68,,,['superhero'],Prakash Satam,-1,0,1,0,0,0,0,0
7318,Little Singham Bandarpur Mein Hu Ha Hu,Little Singham Bandarpur Mein Hu Ha Hu,[16],https://image.tmdb.org/t/p/w500/qBGuyY8GRO5KOM4U5pMjgnsQk4n.jpg,movie,0.1423,7,0.0,0,67,,['IN'],[],,-1,0,0,0,0,0,0,0
7319,Little Singham in London,Little Singham Chala London,[16],https://image.tmdb.org/t/p/w500/6dE1QWiM3AzyhBpuofmwIwzVaeR.jpg,movie,0.0453,8,0.0,0,66,,['IN'],[],Prakash Satam,-1,0,0,0,0,0,0,0
7320,Little Sister,My Friend's Little Sister Has It In for Me!,"[16, 35]",https://image.tmdb.org/t/p/w500/qA9FF0VXGniJGAdc9ieiQNMPKIc.jpg,tv,4.5186,1,7.588,16,[23],1,['JP'],"['harem', 'romance', 'slice of life', 'school', 'anime', 'based on light novel']",,3,0,0,0,0,0,0,1
7321,Liv and Maddie,Liv e Maddie,"[35, 10751, 18]",https://image.tmdb.org/t/p/w500/9OD2gSONM8FT4fDcDmBTBrZwPjX.jpg,tv,12.0296,13,8.041,400,[24],4,['US'],"['twin sister', 'wisconsin', 'twins', 'dual role', 'sitcom', 'television star', 'liv']",Ron Hart,0,0,0,0,0,0,0,0
7322,Lizzie Borden Took an Ax,A Arma de Lizzie Borden,"[18, 9648, 53]",https://image.tmdb.org/t/p/w500/wa3ZiYKZipaytZPfzxmGv4DT9wB.jpg,movie,0.8388,12,5.782,154,87,,['US'],"['biography', 'psychological thriller', 'lizzie borden']",Nick Gomez,2,0,0,0,0,0,0,0
7323,Lo and Behold: Reveries of the Connected World,Eis os Delírios do Mundo Conectado,[99],https://image.tmdb.org/t/p/w500/mMJuTzNgLdtg7oU7SwoKc1Kh17F.jpg,movie,0.5433,10,6.6,318,98,,['US'],"['artificial intelligence (a.i.)', 'planet mars', 'hacker', 'solar flare', 'space', 'internet', 'robot', 'computer history', 'robotics', 'cyber warfare', 'gaming addiction']",Werner Herzog,2,0,0,0,0,0,0,0
7324,Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),Lo que la verdad esconde: Caso Asunta,"[80, 99]",https://image.tmdb.org/t/p/w500/3E8dss6fwga7isLvuHn6BvKo5Z8.jpg,tv,0.3334,9,6.7,10,[70],1,['ES'],['true crime'],,-1,0,0,0,0,0,0,0
7325,Lo que la vida me robó,O Que a Vida Me Roubou,[18],https://image.tmdb.org/t/p/w500/tkNWRhncA6FeosHKm93QOczt2Kt.jpg,tv,10.5001,13,7.705,1338,[45],1,['MX'],['love'],Caridad Bravo Adams,1,0,0,0,0,0,0,0
7326,"Lock, Stock and Two Smoking Barrels","Jogos, Trapaças e Dois Canos Fumegantes","[35, 80]",https://image.tmdb.org/t/p/w500/gQeQzk66849ti9N83Bi0TOmkZuy.jpg,movie,2.4397,28,8.097,7068,105,,"['GB', 'US']","['ambush', 'joint', 'alcohol', 'shotgun', 'tea', 'machismo', 'rifle', 'cocktail', 'pot smoking', 'marijuana', 'hatchet', 'antique', 'cardsharp', 'anger', 'carjacking', 'piano', 'strip show', 'high stakes']",Guy Ritchie,5,0,0,0,0,0,0,0
7327,Locke,Locke,"[18, 53]",https://image.tmdb.org/t/p/w500/tTREq5tTyYwmSLDRMhybJ82zXcX.jpg,movie,2.3921,12,6.892,2869,85,,"['GB', 'US']","['infidelity', 'london, england', 'husband wife relationship', 'england', 'pregnancy', 'road trip', 'construction site', 'one night', 'driving']",Steven Knight,5,0,0,0,0,0,0,0
7328,Lockout,Sequestro no Espaço,"[28, 53, 878]",https://image.tmdb.org/t/p/w500/bl9hnhQEfOafnKmgs8Sb0Oz23Ca.jpg,movie,2.6141,14,5.934,1950,95,,['FR'],"['future', 'usa president', 'anti hero', 'dementia', 'space', 'convict', 'interrogation', 'space station', 'collision in space', '2070s']",Stephen St. Leger,2,0,0,0,0,0,0,0
7329,Loco Love,Loco Love,"[35, 10749]",https://image.tmdb.org/t/p/w500/hzNh8Ltjh0o3CLaAZWJxjRMgBXv.jpg,movie,0.4468,23,5.0,8,94,,['US'],[],Bryan Lewis,1,0,0,0,0,0,0,0
7330,Logan's Run,Fuga das Estrelas,"[10759, 10765]",https://image.tmdb.org/t/p/w500/sEwi68z1sP6iUxHYtIGWGfj21cc.jpg,tv,4.1984,49,6.7,36,[60],1,['US'],"['android', 'based on novel or book', 'future', 'time travel', 'post-apocalyptic future', 'alien', 'on the run', 'domed city', 'city ruin', '23rd century', 'nuclear war aftermath']",William F. Nolan,-1,0,0,0,0,0,0,0
7331,LoliRock,LoliRock,"[16, 10762]",https://image.tmdb.org/t/p/w500/DGuBvzXHsgPBCMlxzAGca74kqq.jpg,tv,8.6644,12,8.8,39,[26],2,['FR'],"[""rock 'n' roll"", 'magic', 'friendship', 'princess', 'female protagonist', 'rock band', 'music', 'magical girl']",David Michel,-1,0,0,0,0,0,0,0
7332,Lolita,Lolita,"[18, 10749]",https://image.tmdb.org/t/p/w500/fABjUtQdvRpjqdw1UYJmmlnpCtz.jpg,movie,9.3739,29,7.1,1931,137,,"['FR', 'US']","['jealousy', 'based on novel or book', 'police', 'obsession', 'professor', 'blackmail', 'seduction', 'road trip', 'teacher', 'love', 'murder', 'older man younger woman relationship', 'lust', 'desire', 'illness', 'underage', 'voyeurism', 'flirtation', 'virginity', 'sex with a minor']",Adrian Lyne,5,0,0,0,0,0,0,0
7333,London Spy,London Spy,[18],https://image.tmdb.org/t/p/w500/whE6eWgDpmAP93mB6vGvIzu4SK5.jpg,tv,4.2693,11,6.9,136,[60],1,['GB'],"['london, england', 'spy']",Tom Rob Smith,5,0,0,0,0,0,0,0
7334,Long Time Running,The Tragically Hip - Long Time Running,"[99, 10402]",https://image.tmdb.org/t/p/w500/yaJJ8qg5z8oBw2C2cSiMO3eug9e.jpg,movie,0.2785,9,7.4,13,97,,['CA'],[],Jennifer Baichwal,-1,0,0,0,0,0,0,0
7335,"Look Out, Officer",師兄撞鬼,"[28, 35, 80, 14]",https://image.tmdb.org/t/p/w500/kYzzjgKvWyBqD5gJzSUpdas4xIw.jpg,movie,1.2409,36,6.1,42,91,,['HK'],"['police', 'drug trafficking', 'ghost']",Lau Shut-Yue,-1,0,0,0,0,0,0,0
7336,Look Who's Back,Ele Está de Volta,[35],https://image.tmdb.org/t/p/w500/v0yXkmDCUt7M83TvnkrhsGzpF4.jpg,movie,1.9015,11,6.785,1897,116,,['DE'],"['based on novel or book', 'dark comedy', 'third reich (iii reich 1933-45)', 'isekai', 'adolf hitler', 'reverse isekai']",David Wnendt,-1,0,0,0,0,0,0,0
7337,Lorai: Play to Live,Lorai: Play to Live,[18],https://image.tmdb.org/t/p/w500/5zPOaeao3Ib1HzPOo6kWVsFf9HS.jpg,movie,0.0532,11,7.0,1,155,,['IN'],[],Parambrata Chatterjee,-1,0,0,0,0,0,0,0
7338,Los 10 años de Peter Capusotto,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
7339,Los Niños Héroes de Chapultepec,Los Niños Héroes de Chapultepec,"[99, 18, 36]",https://image.tmdb.org/t/p/w500/tGVrGLol0Oa0MFx1gWxK70DpYaD.jpg,movie,0.0357,9,0.0,0,,,['MX'],[],Ignacio López Escrivá,-1,0,0,0,0,0,0,0
7340,Los tiempos de Pablo Escobar,Los Tiempos de Pablo Escobar,[99],https://image.tmdb.org/t/p/w500/8nBEzwgUrcZu910BCt9Q7I1vEve.jpg,movie,0.0487,14,6.0,1,46,,['CO'],[],Alessandro Angulo,-1,0,0,0,0,0,0,0
7341,Losing Sight of Shore,Losing Sight of Shore,[99],https://image.tmdb.org/t/p/w500/71t1PY2yUP2xkngAWjoH3cFOaGA.jpg,movie,0.0352,9,7.3,21,92,,,[],Sarah Moshman,-1,0,0,0,0,0,0,0
7342,Lost Girl,Lost Girl,"[10765, 18]",https://image.tmdb.org/t/p/w500/6eDCAW4jnyjtR0OwujK1JU2gu2u.jpg,tv,19.4425,16,7.732,441,[44],5,['CA'],"['love triangle', 'fairy', 'supernatural', 'werewolf', 'succubus', 'interspecies romance', 'elfpunk', 'urban fantasy']",M. A. Lovretta,3,0,0,0,0,0,0,0
